network,grampa,polyphest_p50,polyphest_p70,polyphest_p90
Bendiksby_2011,0.05851153718692517,0.0,0.0,0.0
Brysting_2007,0.0,0.012591323161038302,0.01542115846551579,0.005261336417646564
Diaz-Perez_2018,0.03822198817224583,0.0,0.0,0.0
Ding_2023,0.15282672891315438,0.0,0.0,0.0
Hori_2014,0.0,0.009515182882977829,0.009515182882977829,0.009515182882977829
Koenen_2020,0.18357734825286012,0.0,0.0,0.0
Lawrence_2016,0.0,0.0,0.0,0.0
Liang_2019,0.015618670043294848,0.04974053312461457,0.06445017610516453,0.05954018718306622
Liu_2023,0.016563466499998444,0.030842316931031583,0.024705071253699647,0.018886984741557453
Marcussen_2011,0.040655781409087134,0.0,0.0,0.0
Marcussen_2012,0.026082026547865077,,,
Marcussen_2015,0.02293403053845938,,,
Popp_2005,0.07155417527999329,0.0,0.0,0.034401045807689073
Ren_2024,0.05590169943749475,0.0,0.012777531299998798,0.0
Sessa_2012b,0.00855816496101823,,,0.010119259233431922
Shahrestani_2015,0.19561519910898795,0.0,0.0,0.0
Soza_2014,0.006880209161537792,,,
Wisecaver_2023,0.10191882632729798,0.0,0.0,0.0
Wu_2015,0.06360197468490389,0.0,0.0,0.0
Zhao_2021,0.2019524201978803,0.01542115846551579,0.01542115846551579,0.01888698474155745
