network,grampa,polyphest_p50,polyphest_p70,polyphest_p90
Bendiksby_2011,0.055901699437494755,0.0,0.0,0.0
Brysting_2007,0.012947874203916533,0.02414026197316232,0.024521988552578252,0.06418343268749395
Diaz-Perez_2018,0.0,0.0,0.0,0.04096633667709063
Ding_2023,0.5477225575051661,0.0,0.0,0.447213595499958
Hori_2014,0.012042598820263997,0.034411878394728264,0.010647942749999,0.031943828249996996
Koenen_2020,0.0,0.33541019662496846,0.4346134936801766,0.33541019662496846
Lawrence_2016,0.0,0.0,0.0,0.0
Liang_2019,0.0,0.035102088766944754,0.08647659891840005,0.06890893058973253
Liu_2023,0.0,0.11180339887498948,0.13664859862498716,0.16839616632649126
Marcussen_2011,0.04421522167381275,0.0,0.0,0.033988233257996804
Marcussen_2012,0.0,,,
Marcussen_2015,0.007786308135936767,,,
Popp_2005,0.0725237724293895,0.0,0.0,0.0
Ren_2024,0.0,0.0,0.27329719724997426,0.0
Sessa_2012b,0.023174401387064152,0.018601521161081772,0.02472358766516375,0.03550336610280256
Shahrestani_2015,0.027386127875258317,0.0,0.0,0.0
Soza_2014,0.0004213250442347903,,,
Wisecaver_2023,0.24596747752497689,0.0,0.0,0.0
Wu_2015,0.03916075605519917,0.0,0.0,0.0
Zhao_2021,0.2909776086746195,0.4644889664997437,0.39086797998528583,0.47186465220442186
